,id,name,geometry,County,County Code,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Suicide_Death_Rate,Calculated_Age_Adjusted_Rate,binned
10,01021,Chilton,"POLYGON ((-86.51584800000001 33.018527, -86.378924 32.755634, -86.41178600000001 32.706342, -86.91566400000001 32.662526, -87.01972600000001 32.728249, -87.01972600000001 32.837788, -86.882803 33.051389, -86.51584800000001 33.018527))","Chilton County, AL",01021,2013,63,43951,143.3,110.1,183.4,137.6,105.3,176.8,143.34144843120748,141.78745992180703,"(90.161, 143.859]"
11,01023,Choctaw,"POLYGON ((-87.994621 32.312002, -87.928898 32.312002, -88.071299 31.988862, -88.087729 31.698584, -88.186314 31.698584, -88.465638 31.698584, -88.471115 31.895754, -88.432777 32.229848, -88.421823 32.306525, -87.994621 32.312002))","Choctaw County, AL",01023,2013,23,13426,171.3,108.6,257.0,148.6,90.8,229.5,171.30939967227766,162.91752255843247,"(143.859, 197.556]"
12,01025,Clarke,"POLYGON ((-87.81935900000001 31.988862, -87.666005 31.988862, -87.50169699999999 31.830031, -87.76459 31.298768, -87.945329 31.194706, -88.087729 31.698584, -88.071299 31.988862, -87.81935900000001 31.988862))","Clarke County, AL",01025,2013,36,25207,142.8,100.0,197.7,129.2,89.5,180.5,142.81747133732694,136.05527638190955,"(90.161, 143.859]"
13,01027,Clay,"POLYGON ((-85.875046 33.500498, -85.853138 33.500498, -85.645014 33.495021, -85.655968 33.106158, -86.00649199999999 33.089727, -86.176277 33.106158, -85.875046 33.500498))","Clay County, AL",01027,2013,18,13486,Unreliable,79.1,210.9,,67.7,186.1,133.4717484799051,127.2934338293252,"(90.161, 143.859]"
14,01029,Cleburne,"POLYGON ((-85.398552 33.966038, -85.387598 33.900315, -85.33830500000001 33.653852, -85.30544399999999 33.484067, -85.645014 33.495021, -85.853138 33.500498, -85.798368 33.555267, -85.52999800000001 33.94413, -85.398552 33.966038))","Cleburne County, AL",01029,2013,24,14994,160.1,102.6,238.2,142.4,90.3,213.7,160.0640256102441,152.6337727454342,"(143.859, 197.556]"
15,01031,Coffee,"POLYGON ((-86.055785 31.61643, -85.787415 31.61643, -85.792891 31.194706, -86.192708 31.194706, -86.192708 31.441168, -86.143416 31.61643, -86.055785 31.61643))","Coffee County, AL",01031,2013,48,50938,94.2,69.5,124.9,89.8,66.0,119.4,94.23220385566768,93.07026901423069,"(90.161, 143.859]"
16,01033,Colbert,"POLYGON ((-88.09868299999999 34.891641, -87.42502 34.798533, -87.529082 34.568501, -88.142499 34.579455, -88.09868299999999 34.891641))","Colbert County, AL",01033,2013,82,54520,150.4,119.6,186.7,122.6,96.8,153.2,150.4035216434336,125.94067168469672,"(90.161, 143.859]"
17,01035,Conecuh,"POLYGON ((-86.91018699999999 31.753354, -86.90470999999999 31.753354, -86.70206399999999 31.523322, -86.70206399999999 31.194706, -86.948526 31.260429, -87.42502 31.260429, -86.91018699999999 31.753354))","Conecuh County, AL",01035,2013,15,12887,Unreliable,65.1,192.0,,55.6,178.7,116.39636843330489,118.6531973243619,"(90.161, 143.859]"
18,01037,Coosa,"POLYGON ((-86.176277 33.106158, -86.00649199999999 33.089727, -86.00649199999999 32.755634, -86.378924 32.755634, -86.51584800000001 33.018527, -86.488463 33.100681, -86.176277 33.106158))","Coosa County, AL",01037,2013,22,10898,201.9,126.5,305.6,168.0,104.0,256.8,201.8719031014865,181.11631071237517,"(143.859, 197.556]"
19,01039,Covington,"POLYGON ((-86.40083199999999 31.47403, -86.192708 31.441168, -86.192708 31.194706, -86.187231 30.992059, -86.389878 30.992059, -86.685633 30.992059, -86.70206399999999 31.194706, -86.70206399999999 31.523322, -86.49941699999999 31.523322, -86.40083199999999 31.47403))","Covington County, AL",01039,2013,32,37886,84.5,57.8,119.2,61.7,41.7,88.1,84.46391806999947,65.42974869362796,"(35.927, 90.161]"
20,01041,Crenshaw,"POLYGON ((-86.30224699999999 31.988862, -86.192708 31.966955, -86.143416 31.61643, -86.192708 31.441168, -86.40083199999999 31.47403, -86.49941699999999 31.523322, -86.450124 31.966955, -86.40630899999999 32.049109, -86.30224699999999 31.988862))","Crenshaw County, AL",01041,2013,15,13986,Unreliable,60.0,176.9,,49.1,150.8,107.25010725010725,100.12815980142013,"(90.161, 143.859]"
21,01043,Cullman,"POLYGON ((-86.986864 34.311085, -86.581571 34.305608, -86.455601 34.261793, -86.488463 34.261793, -86.964957 33.856499, -87.151173 33.993423, -87.10735699999999 34.300131, -87.11283400000001 34.311085, -86.986864 34.311085))","Cullman County, AL",01043,2013,136,80811,168.3,140.0,196.6,156.5,129.7,183.3,168.2939203821262,156.9257130026199,"(143.859, 197.556]"
22,01045,Dale,"POLYGON ((-85.69430699999999 31.61643, -85.41498300000001 31.621907, -85.41498300000001 31.315199, -85.71073699999999 31.194706, -85.792891 31.194706, -85.787415 31.61643, -85.749076 31.61643, -85.69430699999999 31.61643))","Dale County, AL",01045,2013,54,49884,108.3,81.3,141.2,109.5,81.8,143.6,108.2511426509502,113.36344948933086,"(90.161, 143.859]"
23,01047,Dallas,"POLYGON ((-87.025203 32.717295, -87.01972600000001 32.728249, -86.91566400000001 32.662526, -86.81707900000001 32.339387, -86.90470999999999 32.049109, -87.277142 32.147694, -87.474312 32.262709, -87.474312 32.306525, -87.025203 32.717295))","Dallas County, AL",01047,2013,57,41996,135.7,102.8,175.9,134.1,101.0,174.5,135.72721211543956,138.5351257082361,"(90.161, 143.859]"
24,01049,DeKalb,"POLYGON ((-85.584768 34.858779, -85.53547500000001 34.623271, -85.52999800000001 34.590409, -85.51356699999999 34.524686, -85.842184 34.201546, -86.10507699999999 34.201546, -86.055785 34.475393, -85.584768 34.858779))","DeKalb County, AL",01049,2013,102,71013,143.6,115.8,171.5,142.5,114.5,170.5,143.63567234168391,142.78907805850707,"(90.161, 143.859]"
25,01051,Elmore,"POLYGON ((-86.00649199999999 32.755634, -85.885999 32.492741, -86.02292300000001 32.421541, -86.30772399999999 32.416064, -86.41178600000001 32.410587, -86.41178600000001 32.706342, -86.378924 32.755634, -86.00649199999999 32.755634))","Elmore County, AL",01051,2013,99,80902,122.4,99.5,149.0,127.0,102.9,155.1,122.37027514770958,129.5752975112377,"(90.161, 143.859]"
26,01053,Escambia,"POLYGON ((-86.948526 31.260429, -86.70206399999999 31.194706, -86.685633 30.992059, -86.784218 30.997536, -87.162127 30.997536, -87.249758 30.997536, -87.60028200000001 30.997536, -87.616713 31.243998, -87.42502 31.260429, -86.948526 31.260429))","Escambia County, AL",01053,2013,63,37983,165.9,127.5,212.2,150.2,114.9,193.0,165.86367585498778,154.7792973128323,"(143.859, 197.556]"
27,01055,Etowah,"POLYGON ((-86.10507699999999 34.201546, -85.842184 34.201546, -85.738122 33.966038, -86.066738 33.840068, -86.291293 33.982469, -86.324155 33.938653, -86.30224699999999 34.097484, -86.10507699999999 34.201546))","Etowah County, AL",01055,2013,158,103931,152.0,128.3,175.7,137.7,115.8,159.5,152.02393895950198,137.984226177565,"(90.161, 143.859]"
28,01057,Fayette,"POLYGON ((-87.950806 33.922222, -87.63862 33.916745, -87.42502 33.60456, -87.841267 33.522406, -87.945329 33.522406, -87.950806 33.922222))","Fayette County, AL",01057,2013,25,16909,147.9,95.7,218.3,126.1,79.9,189.2,147.85025725944763,135.91954022988506,"(90.161, 143.859]"
29,01059,Franklin,"POLYGON ((-88.142499 34.579455, -87.529082 34.568501, -87.529082 34.305608, -87.633143 34.305608, -88.175361 34.322039, -88.15893 34.464439, -88.142499 34.579455))","Franklin County, AL",01059,2013,58,31532,183.9,139.7,237.8,172.5,130.7,223.5,183.94012431815298,177.75330204077773,"(143.859, 197.556]"
30,01061,Geneva,"POLYGON ((-85.486183 31.200183, -85.486183 30.997536, -85.497137 30.997536, -86.033877 30.992059, -86.187231 30.992059, -86.192708 31.194706, -85.792891 31.194706, -85.71073699999999 31.194706, -85.486183 31.200183))","Geneva County, AL",01061,2013,40,26727,149.7,106.9,203.8,127.0,89.4,175.1,149.6613911026303,133.67399863604876,"(90.161, 143.859]"
31,01063,Greene,"POLYGON ((-87.83579 33.155451, -87.715298 33.007573, -87.81388200000001 32.525602, -87.852221 32.531079, -88.169884 32.996619, -87.83579 33.155451))","Greene County, AL",01063,2013,16,8744,Unreliable,104.6,297.2,,90.9,278.9,182.9826166514181,187.18120805369125,"(143.859, 197.556]"
32,01065,Hale,"POLYGON ((-87.644097 33.007573, -87.419543 33.002096, -87.419543 32.876127, -87.523605 32.481787, -87.81388200000001 32.525602, -87.715298 33.007573, -87.644097 33.007573))","Hale County, AL",01065,2013,24,15406,155.8,99.8,231.8,137.3,86.1,207.9,155.78346098922498,148.49116216085994,"(143.859, 197.556]"
33,01067,Henry,"POLYGON ((-85.41498300000001 31.621907, -85.12470500000001 31.764308, -85.048028 31.517845, -85.086366 31.309722, -85.41498300000001 31.315199, -85.41498300000001 31.621907))","Henry County, AL",01067,2013,28,17296,161.9,107.6,234.0,125.8,82.2,184.3,161.88714153561517,134.4857726841811,"(90.161, 143.859]"
34,01069,Houston,"POLYGON ((-85.41498300000001 31.315199, -85.086366 31.309722, -85.02612000000001 31.074213, -85.004212 31.003013, -85.486183 30.997536, -85.486183 31.200183, -85.71073699999999 31.194706, -85.41498300000001 31.315199))","Houston County, AL",01069,2013,124,103668,119.6,98.6,140.7,110.5,90.8,130.2,119.61260948412239,110.7130433947303,"(90.161, 143.859]"
35,01071,Jackson,"POLYGON ((-85.864092 34.990226, -85.606675 34.984749, -85.584768 34.858779, -86.055785 34.475393, -86.329632 34.601363, -86.31320100000001 34.990226, -85.864092 34.990226))","Jackson County, AL",01071,2013,92,52951,173.7,140.1,213.1,157.0,125.7,193.6,173.74553832788803,160.75139642937822,"(143.859, 197.556]"
36,01073,Jefferson,"POLYGON ((-86.685633 33.796253, -86.576094 33.763391, -86.51584800000001 33.544313, -87.025203 33.248559, -87.063542 33.248559, -87.266188 33.511452, -86.954003 33.812683, -86.685633 33.796253))","Jefferson County, AL",01073,2013,1033,659479,156.6,147.1,166.2,143.6,134.7,152.5,156.63880123552076,143.73468568210984,"(90.161, 143.859]"
37,01075,Lamar,"POLYGON ((-88.20822200000001 34.059146, -87.950806 33.922222, -87.945329 33.522406, -88.273945 33.53336, -88.246561 33.74696, -88.20822200000001 34.059146))","Lamar County, AL",01075,2013,22,14236,154.5,96.8,234.0,134.0,82.9,204.8,154.53779151447037,144.44166835628673,"(143.859, 197.556]"
38,01077,Lauderdale,"POLYGON ((-87.98366799999999 35.006656, -87.60575900000001 35.00118, -87.222373 35.00118, -87.21141900000001 35.00118, -87.260711 34.760194, -87.42502 34.798533, -88.09868299999999 34.891641, -88.20274499999999 34.995703, -87.98366799999999 35.006656))","Lauderdale County, AL",01077,2013,132,92797,142.2,118.0,166.5,115.0,95.0,135.1,142.24597777945408,115.41128462039657,"(90.161, 143.859]"
39,01079,Lawrence,"POLYGON ((-87.42502 34.798533, -87.260711 34.760194, -87.10735699999999 34.683517, -87.11283400000001 34.311085, -87.10735699999999 34.300131, -87.529082 34.305608, -87.529082 34.568501, -87.42502 34.798533))","Lawrence County, AL",01079,2013,43,33587,128.0,92.7,172.4,127.7,91.6,173.2,128.02572423854468,133.34388609540102,"(90.161, 143.859]"
40,01081,Lee,"POLYGON ((-85.184951 32.74468, -85.130182 32.74468, -85.080889 32.607757, -84.998735 32.509172, -85.02064300000001 32.509172, -85.43141300000001 32.410587, -85.69430699999999 32.580372, -85.69430699999999 32.596803, -85.59572199999999 32.728249, -85.184951 32.74468))","Lee County, AL",01081,2013,136,150933,90.1,75.0,105.3,116.0,95.8,136.1,90.10620606494273,116.51712787592234,"(90.161, 143.859]"
41,01083,Limestone,"POLYGON ((-87.21141900000001 35.00118, -86.838987 34.990226, -86.784218 34.990226, -86.78969499999999 34.55207, -87.03068 34.650655, -87.10735699999999 34.683517, -87.260711 34.760194, -87.21141900000001 35.00118))","Limestone County, AL",01083,2013,76,88845,85.5,67.4,107.1,90.7,71.2,113.8,85.54223647926163,92.91104870510267,"(90.161, 143.859]"
42,01085,Lowndes,"POLYGON ((-86.49941699999999 32.344863, -86.40630899999999 32.049109, -86.450124 31.966955, -86.477509 31.966955, -86.855418 31.961478, -86.90470999999999 32.049109, -86.81707900000001 32.339387, -86.49941699999999 32.344863))","Lowndes County, AL",01085,2013,18,10703,Unreliable,99.7,265.8,,92.9,264.0,168.1771465944128,180.57746658217008,"(143.859, 197.556]"
43,01087,Macon,"POLYGON ((-85.69430699999999 32.580372, -85.43141300000001 32.410587, -85.43141300000001 32.235325, -85.91886100000001 32.273663, -86.02292300000001 32.421541, -85.885999 32.492741, -85.69430699999999 32.596803, -85.69430699999999 32.580372))","Macon County, AL",01087,2013,25,19688,127.0,82.2,187.4,123.5,76.4,188.7,126.9809020723283,135.56034482758622,"(90.161, 143.859]"
44,01089,Madison,"POLYGON ((-86.784218 34.990226, -86.31867800000001 34.990226, -86.31320100000001 34.990226, -86.329632 34.601363, -86.548709 34.546593, -86.78969499999999 34.55207, -86.784218 34.990226))","Madison County, AL",01089,2013,379,346892,109.3,98.3,120.3,109.3,98.2,120.4,109.25590673754367,109.38707974004967,"(90.161, 143.859]"
45,01091,Marengo,"POLYGON ((-87.81388200000001 32.525602, -87.523605 32.481787, -87.474312 32.306525, -87.474312 32.262709, -87.666005 31.988862, -87.81935900000001 31.988862, -88.071299 31.988862, -87.928898 32.312002, -87.852221 32.531079, -87.81388200000001 32.525602))","Marengo County, AL",01091,2013,40,20155,198.5,141.8,270.2,151.1,106.4,208.2,198.46192011907715,158.9430412108815,"(143.859, 197.556]"
46,01093,Marion,"POLYGON ((-88.175361 34.322039, -87.633143 34.305608, -87.63862 34.004376, -87.63862 33.916745, -87.950806 33.922222, -88.20822200000001 34.059146, -88.20274499999999 34.08653, -88.175361 34.322039))","Marion County, AL",01093,2013,61,30334,201.1,153.8,258.3,166.2,125.9,215.3,201.09448143996838,172.1088826797724,"(143.859, 197.556]"
47,01095,Marshall,"POLYGON ((-86.329632 34.601363, -86.055785 34.475393, -86.10507699999999 34.201546, -86.30224699999999 34.097484, -86.455601 34.261793, -86.581571 34.305608, -86.548709 34.546593, -86.329632 34.601363))","Marshall County, AL",01095,2013,136,94760,143.5,119.4,167.6,138.9,115.3,162.6,143.52047277332207,139.2041513051063,"(90.161, 143.859]"
48,01097,Mobile,"POLYGON ((-87.972714 31.161844, -88.00557499999999 30.685351, -88.39443799999999 30.367688, -88.41086900000001 30.734643, -88.4273 30.997536, -88.432777 31.112552, -87.972714 31.161844))","Mobile County, AL",01097,2013,524,414079,126.5,115.7,137.4,124.1,113.3,134.9,126.54590066146798,124.2604479677498,"(90.161, 143.859]"
49,01099,Monroe,"POLYGON ((-87.50169699999999 31.830031, -86.90470999999999 31.830031, -86.90470999999999 31.753354, -86.91018699999999 31.753354, -87.42502 31.260429, -87.616713 31.243998, -87.76459 31.298768, -87.50169699999999 31.830031))","Monroe County, AL",01099,2013,24,22236,107.9,69.2,160.6,99.1,62.1,150.1,107.93308148947652,107.20790495596478,"(90.161, 143.859]"
50,01101,Montgomery,"POLYGON ((-86.30772399999999 32.416064, -86.02292300000001 32.421541, -85.91886100000001 32.273663, -85.995538 32.049109, -86.192708 31.966955, -86.30224699999999 31.988862, -86.40630899999999 32.049109, -86.49941699999999 32.344863, -86.41178600000001 32.410587, -86.30772399999999 32.416064))","Montgomery County, AL",01101,2013,267,226659,117.8,103.7,131.9,114.3,100.5,128.2,117.7981019946263,114.46939063753217,"(90.161, 143.859]"
51,01103,Morgan,"POLYGON ((-87.03068 34.650655, -86.78969499999999 34.55207, -86.548709 34.546593, -86.581571 34.305608, -86.986864 34.311085, -87.11283400000001 34.311085, -87.10735699999999 34.683517, -87.03068 34.650655))","Morgan County, AL",01103,2013,144,119787,120.2,100.6,139.8,116.1,96.9,135.3,120.21337874727641,116.30372492836676,"(90.161, 143.859]"
52,01105,Perry,"POLYGON ((-87.326435 32.876127, -87.01972600000001 32.837788, -87.01972600000001 32.728249, -87.025203 32.717295, -87.474312 32.306525, -87.523605 32.481787, -87.419543 32.876127, -87.326435 32.876127))","Perry County, AL",01105,2013,12,10020,Unreliable,61.9,209.2,,56.1,200.9,119.76047904191617,128.3047523554738,"(90.161, 143.859]"
53,01107,Pickens,"POLYGON ((-88.273945 33.53336, -87.945329 33.522406, -87.841267 33.522406, -87.83579 33.155451, -88.169884 32.996619, -88.339669 32.991142, -88.30680700000001 33.286897, -88.273945 33.53336))","Pickens County, AL",01107,2013,44,19401,226.8,164.8,304.5,201.2,144.4,272.9,226.7924333797227,210.65532818217568,"(197.556, 251.253]"
54,01109,Pike,"POLYGON ((-85.995538 32.049109, -85.655968 31.879324, -85.749076 31.61643, -85.787415 31.61643, -86.055785 31.61643, -86.143416 31.61643, -86.192708 31.966955, -85.995538 32.049109))","Pike County, AL",01109,2013,49,33339,147.0,108.7,194.3,159.7,116.9,213.0,146.97501424757792,166.40625,"(143.859, 197.556]"
55,01111,Randolph,"POLYGON ((-85.645014 33.495021, -85.30544399999999 33.484067, -85.29449 33.429298, -85.234244 33.128066, -85.234244 33.106158, -85.40402899999999 33.106158, -85.59572199999999 33.106158, -85.655968 33.106158, -85.645014 33.495021))","Randolph County, AL",01111,2013,43,22727,189.2,136.9,254.9,168.3,119.7,230.1,189.20227042724514,177.15027823644212,"(143.859, 197.556]"
56,01113,Russell,"POLYGON ((-85.02064300000001 32.509172, -84.998735 32.509172, -84.982304 32.372248, -84.92205800000001 32.229848, -85.053504 32.06554, -85.354736 32.147694, -85.40950599999999 32.147694, -85.43141300000001 32.235325, -85.43141300000001 32.410587, -85.02064300000001 32.509172))","Russell County, AL",01113,2013,52,59585,87.3,65.2,114.4,90.3,67.2,118.7,87.27028614584206,93.33205773699923,"(90.161, 143.859]"
57,01115,St. Clair,"POLYGON ((-86.291293 33.982469, -86.066738 33.840068, -86.143416 33.681237, -86.198185 33.697668, -86.378924 33.390959, -86.51584800000001 33.544313, -86.576094 33.763391, -86.324155 33.938653, -86.291293 33.982469))","St. Clair County, AL",01115,2013,134,86308,155.3,129.0,181.5,161.4,133.7,189.1,155.2579135190249,161.71816889034775,"(143.859, 197.556]"
58,01117,Shelby,"POLYGON ((-86.51584800000001 33.544313, -86.378924 33.390959, -86.488463 33.100681, -86.51584800000001 33.018527, -86.882803 33.051389, -87.025203 33.248559, -86.51584800000001 33.544313))","Shelby County, AL",01117,2013,202,204180,98.9,85.3,112.6,106.7,91.8,121.6,98.93231462435106,106.8630398040106,"(90.161, 143.859]"
59,01119,Sumter,"POLYGON ((-88.339669 32.991142, -88.169884 32.996619, -87.852221 32.531079, -87.928898 32.312002, -87.994621 32.312002, -88.421823 32.306525, -88.38896099999999 32.580372, -88.345146 32.930896, -88.339669 32.991142))","Sumter County, AL",01119,2013,18,13361,Unreliable,79.8,212.9,,73.5,208.8,134.72045505575932,142.8203599331709,"(90.161, 143.859]"
60,01121,Talladega,"POLYGON ((-86.198185 33.697668, -86.143416 33.681237, -85.798368 33.555267, -85.853138 33.500498, -85.875046 33.500498, -86.176277 33.106158, -86.488463 33.100681, -86.378924 33.390959, -86.198185 33.697668))","Talladega County, AL",01121,2013,150,81096,185.0,155.4,214.6,178.0,149.1,206.8,184.96596626220776,178.27073988006094,"(143.859, 197.556]"
61,01123,Tallapoosa,"POLYGON ((-85.655968 33.106158, -85.59572199999999 33.106158, -85.59572199999999 32.728249, -85.69430699999999 32.596803, -85.885999 32.492741, -86.00649199999999 32.755634, -86.00649199999999 33.089727, -85.655968 33.106158))","Tallapoosa County, AL",01123,2013,83,41203,201.4,160.4,249.7,169.3,133.8,211.3,201.44164259883988,173.88972179913372,"(143.859, 197.556]"
62,01125,Tuscaloosa,"POLYGON ((-87.841267 33.522406, -87.42502 33.60456, -87.266188 33.511452, -87.063542 33.248559, -87.419543 33.002096, -87.644097 33.007573, -87.715298 33.007573, -87.83579 33.155451, -87.841267 33.522406))","Tuscaloosa County, AL",01125,2013,249,200821,124.0,108.6,139.4,136.1,118.9,153.3,123.99101687572515,136.36242907910128,"(90.161, 143.859]"
63,01127,Walker,"POLYGON ((-87.627666 34.004376, -87.151173 33.993423, -86.964957 33.856499, -86.954003 33.812683, -87.266188 33.511452, -87.42502 33.60456, -87.63862 33.916745, -87.63862 34.004376, -87.627666 34.004376))","Walker County, AL",01127,2013,172,65998,260.6,221.7,299.6,246.4,208.6,284.2,260.61395799872724,247.24898552711022,"(197.556, 251.253]"
64,01129,Washington,"POLYGON ((-88.186314 31.698584, -88.087729 31.698584, -87.945329 31.194706, -87.972714 31.161844, -88.432777 31.112552, -88.449208 31.435691, -88.465638 31.698584, -88.186314 31.698584))","Washington County, AL",01129,2013,23,16877,136.3,86.4,204.5,136.1,85.3,206.1,136.2801445754577,146.3063241799256,"(143.859, 197.556]"
65,01131,Wilcox,"POLYGON ((-87.277142 32.147694, -86.90470999999999 32.049109, -86.855418 31.961478, -86.90470999999999 31.830031, -87.50169699999999 31.830031, -87.666005 31.988862, -87.474312 32.262709, -87.277142 32.147694))","Wilcox County, AL",01131,2013,19,11307,Unreliable,101.2,262.4,,102.5,281.6,168.03749889449014,194.25313705258705,"(143.859, 197.556]"
66,01133,Winston,"POLYGON ((-87.633143 34.305608, -87.529082 34.305608, -87.10735699999999 34.300131, -87.151173 33.993423, -87.627666 34.004376, -87.63862 34.004376, -87.633143 34.305608))","Winston County, AL",01133,2013,57,24146,236.1,178.8,305.8,222.0,166.3,290.4,236.06394433860683,230.54785390069776,"(197.556, 251.253]"
67,02020,Anchorage,"POLYGON ((-149.259676 61.482186, -148.460043 61.427417, -148.470997 60.852338, -148.744844 60.731845, -149.730693 60.994739, -149.73617 60.994739, -149.988109 61.230247, -149.259676 61.482186))","Anchorage Borough, AK",02020,2013,314,300950,104.3,92.8,115.9,135.6,119.4,151.7,104.33626848313673,136.59170132567908,"(90.161, 143.859]"
68,02070,Dillingham,"POLYGON ((-155.963451 60.907107, -155.957974 59.674796, -157.245055 59.247595, -157.157424 58.858732, -158.039212 58.634177, -158.619768 58.913501, -158.701922 58.480823, -159.0634 58.420577, -159.731586 58.929932, -160.317619 59.072332, -161.035098 58.842301, -160.821498 59.264025, -160.021864 59.784335, -159.364631 60.644214, -158.942907 60.901631, -155.963451 60.907107))","Dillingham Census Area, AK",02070,2013,13,5010,Unreliable,138.2,443.7,,203.8,689.1,259.4810379241517,446.42215316129665,"(412.344, 466.041]"
69,02090,Fairbanks North Star,"POLYGON ((-146.696468 65.321521, -146.19259 65.452968, -145.644896 65.031244, -143.886798 65.09148999999999, -144.06206 64.680719, -146.236405 64.30828700000001, -147.003177 64.258995, -147.99998 64.341149, -148.646259 64.60404200000001, -148.66269 65.211983, -146.696468 65.321521))","Fairbanks North Star Borough, AK",02090,2013,91,100436,90.6,72.9,111.2,119.4,93.7,149.9,90.60496236409256,124.35047532617574,"(90.161, 143.859]"
70,02110,Juneau,"POLYGON ((-135.178463 58.973748, -134.329537 58.962794, -133.382026 58.426053, -133.173903 58.152206, -133.529904 57.911221, -133.601104 57.861929, -135.074401 58.502731, -135.178463 58.973748))","Juneau Borough, AK",02110,2013,27,32660,82.7,54.5,120.3,86.5,55.4,128.7,82.66993263931414,93.45033158885788,"(90.161, 143.859]"
